ID,int_rc
10001,0.22790522171659064
10002,0.21742592983904563
10003,0.07
10004,0.2261430515155266
10005,0.23842273156786895
10006,0.2504419423155749
10007,0.15847421885449522
10008,0.07
10009,0.24765842630033544
10010,0.24884444158518695
10011,0.19319382751738393
10012,0.08812430858614662
10013,0.07
10014,0.07
10015,0.2007534095714987
10016,0.07
10017,0.22822494600212934
10018,0.07
10019,0.2427480608059669
10020,0.24073020826877434
10021,0.20025189163768237
10022,0.24472366540217133
10023,0.19782656336446205
10024,0.07
10025,0.07713699770877132
10026,0.13330265175199266
10027,0.2260092412542042
10028,0.2525352210758193
10029,0.23086910026861193
10030,0.24816925751591687
10031,0.24419271398689013
10032,0.1989989852345121
10033,0.2470236645916553
10034,0.25574483796374214
10035,0.22757578494953948
10036,0.22684718763781112
10037,0.0925047462806397
10038,0.07
10039,0.15675503671341598
10040,0.1972494077826516
10041,0.07
10042,0.24498296192893645
10043,0.22692151270982525
10044,0.24183543973586538
10045,0.22865763004691558
10046,0.07
10047,0.07821670771769712
10048,0.24515771787664256
10049,0.24628555228685003
10050,0.1952921064024145
10051,0.2460158651697183
10052,0.19718026508474124
10053,0.22708081144451348
10054,0.24868885199148522
10055,0.20057073908724452
10056,0.22097240808640672
10057,0.07
10058,0.22936283913911915
10059,0.20224873897376436
10060,0.22294078753514157
10061,0.2490801639261516
10062,0.07731876005547432
10063,0.240894326232736
10064,0.2006619715362399
10065,0.24626881151253235
10066,0.19959689112462292
10067,0.07
10068,0.2276251878196593
10069,0.08512817744480365
10070,0.19761649956052202
10071,0.2528489935801739
10072,0.24246909677519368
10073,0.2430944679172809
10074,0.19687463637061633
10075,0.07
10076,0.19994389203150476
10077,0.11497800791079335
10078,0.07
10079,0.07
10080,0.2448009415302008
10081,0.2245442372238554
10082,0.258407864219644
10083,0.19571849431188473
10084,0.22635962363253248
10085,0.09290988983240253
10086,0.24839548745025836
10087,0.09849891823852142
10088,0.2385186461158554
10089,0.22639876637136166
10090,0.196464760274271
10091,0.20195671137970134
10092,0.22270490948894936
10093,0.13220380056131392
10094,0.24844203358664774
10095,0.2239796516915586
10096,0.19752408367786944
10097,0.19265667664939426
10098,0.1959233899912211
10099,0.07
10100,0.22693328221165454
10101,0.19183176632768595
10102,0.2267699712633815
10103,0.07
10104,0.23909934046439651
10105,0.07559343396943764
10106,0.22107884479385786
10107,0.0981408353720817
10108,0.20001649524123527
10109,0.07
10110,0.24309732216009805
10111,0.24667267727092693
10112,0.10020840433952496
10113,0.24786097543027225
10114,0.19679604220700123
10115,0.24594524890188982
10116,0.11819190496475568
10117,0.13748340626281735
10118,0.2286181857114498
10119,0.19545263591559275
10120,0.24403483667713846
10121,0.19727868111796315
10122,0.19587286718669655
10123,0.07144964149905147
10124,0.07
10125,0.24003852384567415
10126,0.24738634927373662
10127,0.07
10128,0.10483553352265998
10129,0.24306366452357897
10130,0.2234555582837194
10131,0.24157348166941503
10132,0.19449557905382703
10133,0.19705667941456464
10134,0.07
10135,0.22630765986601548
10136,0.08088980193085751
10137,0.22173298064690802
10138,0.2439745098175046
10139,0.24382165437329417
10140,0.10602051423232625
10141,0.2451153118943414
10142,0.2444644720924697
10143,0.07
10144,0.2523881816256559
10145,0.11648106829921008
10146,0.2322262761884407
10147,0.2488329061138151
10148,0.24464058890944906
10149,0.1972472931337704
10150,0.25161668764360606
10151,0.2520516869763664
10152,0.23745137893284188
10153,0.2011274003344771
10154,0.22532730568173095
10155,0.22478951605609213
10156,0.21609111746937318
10157,0.07
10158,0.2445264230425209
10159,0.17417973585926572
10160,0.24800768954002306
10161,0.1968196008022186
10162,0.22663915569857437
10163,0.19390010097492363
10164,0.07
10165,0.19573501317983014
10166,0.19566174247624818
10167,0.08778220607504986
10168,0.25059439803423794
10169,0.07
10170,0.07
10171,0.19900505804717272
10172,0.2502717873891954
10173,0.07
10174,0.09954657677559767
10175,0.22481266996390561
10176,0.2449169938216052
10177,0.09720797288633823
10178,0.19872411719735564
10179,0.07
10180,0.2263184479125957
10181,0.07
10182,0.24512319431524787
10183,0.1996594873748021
10184,0.1934335082259053
10185,0.2559175372198485
10186,0.19845099982426598
10187,0.15765996316183956
10188,0.07
10189,0.10955494226311766
10190,0.22841420118772368
10191,0.20156177657674576
10192,0.10172980844160406
10193,0.24515358474440654
10194,0.24673322204956322
10195,0.22757270225557508
10196,0.11204331324913273
10197,0.11310130379504933
10198,0.19320104792959913
10199,0.22641333733576524
10200,0.07990142984596034
10201,0.07
10202,0.07
10203,0.22346018954852917
10204,0.22745013013853893
10205,0.0952495735087791
10206,0.22378703943279588
10207,0.07
10208,0.07
10209,0.24498376509609168
10210,0.24309873342452967
10211,0.25027419750986696
10212,0.23149113061425267
10213,0.2133948253748569
10214,0.07
10215,0.24784270084480028
10216,0.22414625663106216
10217,0.2428335144002289
10218,0.24699247492973728
10219,0.1983528826653746
10220,0.22585678024388922
10221,0.24247716047197995
10222,0.22887706878876682
10223,0.2473185750979226
10224,0.20439388663367516
10225,0.19511768512529534
10226,0.19878532988524553
10227,0.2305789591879155
10228,0.10471557637063456
10229,0.1962384329368095
10230,0.2252493207811479
10231,0.22453190134985979
10232,0.2553685268905894
